snapshot,residential rural gas boiler,residential rural ground heat pump,residential rural heat,residential rural resistive heater,residential rural water tanks charger,residential rural water tanks discharger
2013-06-01 00:00:00,0.0,24.8,-24.77,0.06,-0.31,0.21
2013-06-01 03:00:00,0.0,33.76,-33.74,0.06,-0.3,0.21
2013-06-01 06:00:00,0.0,32.44,-32.39,0.09,-0.49,0.34
2013-06-01 09:00:00,0.0,30.69,-30.66,0.13,-0.53,0.37
2013-06-01 12:00:00,0.0,30.72,-30.71,0.13,-0.52,0.36
2013-06-01 15:00:00,0.0,32.57,-32.54,0.09,-0.45,0.31
2013-06-01 18:00:00,0.0,30.99,-30.97,0.05,-0.23,0.16
2013-06-01 21:00:00,0.0,23.99,-23.96,0.05,-0.24,0.16
2013-06-02 00:00:00,0.0,24.45,-24.43,0.05,-0.23,0.16
2013-06-02 03:00:00,0.0,33.19,-33.18,0.05,-0.23,0.16
2013-06-02 06:00:00,0.0,31.92,-31.84,0.68,-2.58,1.81
2013-06-02 09:00:00,0.0,30.03,-30.16,0.74,-2.09,1.47
2013-06-02 12:00:00,0.0,30.07,-30.21,0.73,-2.01,1.42
2013-06-02 15:00:00,0.0,32.0,-31.98,0.29,-1.04,0.73
2013-06-02 18:00:00,0.0,30.47,-30.47,0.05,-0.17,0.11
2013-06-02 21:00:00,0.0,23.72,-23.7,0.0,-0.06,0.04
2013-06-03 00:00:00,0.0,24.77,-24.76,0.0,-0.06,0.04
2013-06-03 03:00:00,0.0,33.65,-33.64,0.0,-0.06,0.04
2013-06-03 06:00:00,0.0,32.16,-32.12,0.15,-0.66,0.46
2013-06-03 09:00:00,0.0,30.44,-30.46,0.2,-0.63,0.44
2013-06-03 12:00:00,0.0,30.54,-30.56,0.2,-0.61,0.43
2013-06-03 15:00:00,0.0,32.38,-32.38,0.03,-0.13,0.08
2013-06-03 18:00:00,0.0,30.66,-30.66,0.0,-0.01,0.0
2013-06-03 21:00:00,0.0,23.79,-23.78,0.0,-0.01,0.0
2013-06-04 00:00:00,0.0,21.98,-21.98,0.0,-0.01,0.0
2013-06-04 03:00:00,0.0,28.23,-28.23,0.0,-0.01,0.0
2013-06-04 06:00:00,0.0,27.19,-27.15,0.18,-0.75,0.53
2013-06-04 09:00:00,0.0,25.95,-25.98,0.21,-0.61,0.43
2013-06-04 12:00:00,0.0,26.04,-26.06,0.21,-0.63,0.44
2013-06-04 15:00:00,0.0,27.35,-27.35,0.0,-0.01,0.0
2013-06-04 18:00:00,0.0,26.07,-26.07,0.0,-0.01,0.0
2013-06-04 21:00:00,0.0,21.21,-21.21,0.0,-0.01,0.0
2013-06-05 00:00:00,0.0,19.28,-19.28,0.0,-0.01,0.0
2013-06-05 03:00:00,0.0,23.18,-23.17,0.0,-0.01,0.0
2013-06-05 06:00:00,0.0,22.67,-22.66,0.08,-0.3,0.21
2013-06-05 09:00:00,0.0,21.87,-21.9,0.08,-0.22,0.15
2013-06-05 12:00:00,0.0,21.89,-21.91,0.08,-0.23,0.16
2013-06-05 15:00:00,0.0,22.71,-22.71,0.0,-0.01,0.0
2013-06-05 18:00:00,0.0,22.02,-22.02,0.0,-0.0,0.0
2013-06-05 21:00:00,0.0,18.95,-18.95,0.0,-0.0,0.0
2013-06-06 00:00:00,0.0,17.28,-17.28,0.0,-0.0,0.0
2013-06-06 03:00:00,0.0,19.44,-19.44,0.0,-0.0,0.0
2013-06-06 06:00:00,0.0,19.23,-19.21,0.31,-1.09,0.76
2013-06-06 09:00:00,0.0,18.69,-18.77,0.32,-0.82,0.57
2013-06-06 12:00:00,0.0,18.7,-18.77,0.31,-0.83,0.58
2013-06-06 15:00:00,0.0,19.21,-19.21,0.0,-0.01,0.0
2013-06-06 18:00:00,0.0,18.87,-18.87,0.0,-0.0,0.0
2013-06-06 21:00:00,0.0,17.15,-17.15,0.0,-0.0,0.0
2013-06-07 00:00:00,0.0,16.74,-16.74,0.0,-0.0,0.0
2013-06-07 03:00:00,0.0,18.46,-18.46,0.0,-0.0,0.0
2013-06-07 06:00:00,0.0,18.29,-18.3,0.31,-1.05,0.73
2013-06-07 09:00:00,0.0,17.85,-17.95,0.32,-0.76,0.53
2013-06-07 12:00:00,0.0,17.85,-17.94,0.32,-0.8,0.56
2013-06-07 15:00:00,0.0,18.29,-18.29,0.0,-0.01,0.0
2013-06-07 18:00:00,0.0,18.04,-18.04,0.0,-0.01,0.0
2013-06-07 21:00:00,0.0,16.66,-16.66,0.0,-0.01,0.0
2013-06-08 00:00:00,0.0,17.33,-17.33,0.0,-0.01,0.0
2013-06-08 03:00:00,0.0,19.66,-19.66,0.0,-0.01,0.0
2013-06-08 06:00:00,0.0,19.44,-19.42,0.36,-1.3,0.91
2013-06-08 09:00:00,0.0,18.88,-18.95,0.36,-0.99,0.69
2013-06-08 12:00:00,0.0,18.88,-18.93,0.36,-1.02,0.71
2013-06-08 15:00:00,0.0,19.41,-19.4,0.01,-0.06,0.04
2013-06-08 18:00:00,0.0,19.09,-19.09,0.0,-0.01,0.0
2013-06-08 21:00:00,0.0,17.25,-17.25,0.0,-0.01,0.0
2013-06-09 00:00:00,0.0,18.11,-18.11,0.0,-0.01,0.0
2013-06-09 03:00:00,0.0,21.2,-21.2,0.0,-0.01,0.0
2013-06-09 06:00:00,0.0,20.88,-20.88,0.22,-0.74,0.52
2013-06-09 09:00:00,0.0,20.2,-20.26,0.23,-0.57,0.4
2013-06-09 12:00:00,0.0,20.18,-20.23,0.2,-0.52,0.36
2013-06-09 15:00:00,0.0,20.86,-20.85,0.0,-0.05,0.03
2013-06-09 18:00:00,0.0,20.45,-20.45,0.0,-0.01,0.0
2013-06-09 21:00:00,0.0,18.03,-18.03,0.0,-0.01,0.0
2013-06-10 00:00:00,0.0,19.14,-19.13,0.0,-0.01,0.0
2013-06-10 03:00:00,0.0,23.04,-23.04,0.0,-0.01,0.0
2013-06-10 06:00:00,0.0,22.66,-22.65,0.03,-0.13,0.09
2013-06-10 09:00:00,0.0,21.86,-21.86,0.04,-0.11,0.07
2013-06-10 12:00:00,0.0,21.83,-21.84,0.04,-0.11,0.08
2013-06-10 15:00:00,0.0,22.63,-22.63,0.0,-0.01,0.0
2013-06-10 18:00:00,0.0,22.08,-22.07,0.0,-0.01,0.0
2013-06-10 21:00:00,0.0,18.98,-18.98,0.0,-0.01,0.0
2013-06-11 00:00:00,0.0,17.93,-17.93,0.0,-0.01,0.0
2013-06-11 03:00:00,0.0,20.66,-20.66,0.0,-0.01,0.0
2013-06-11 06:00:00,0.0,20.38,-20.37,0.0,-0.01,0.0
2013-06-11 09:00:00,0.0,19.82,-19.82,0.0,-0.01,0.0
2013-06-11 12:00:00,0.0,19.82,-19.82,0.0,-0.01,0.0
2013-06-11 15:00:00,0.0,20.38,-20.37,0.0,-0.01,0.0
2013-06-11 18:00:00,0.0,19.94,-19.94,0.0,-0.01,0.0
2013-06-11 21:00:00,0.0,17.77,-17.77,0.0,-0.01,0.0
2013-06-12 00:00:00,0.0,16.8,-16.8,0.0,-0.01,0.0
2013-06-12 03:00:00,0.0,18.47,-18.47,0.0,-0.01,0.0
2013-06-12 06:00:00,0.0,18.34,-18.29,0.41,-1.57,1.1
2013-06-12 09:00:00,0.0,17.96,-17.95,0.5,-1.75,1.23
2013-06-12 12:00:00,0.0,17.97,-17.95,0.49,-1.76,1.24
2013-06-12 15:00:00,0.0,18.4,-18.3,0.11,-0.73,0.51
2013-06-12 18:00:00,0.0,18.06,-17.99,0.09,-0.55,0.38
2013-06-12 21:00:00,0.0,16.7,-16.65,0.08,-0.44,0.31
2013-06-13 00:00:00,0.0,16.47,-16.44,0.08,-0.37,0.25
2013-06-13 03:00:00,0.0,17.92,-17.9,0.08,-0.36,0.25
2013-06-13 06:00:00,0.0,17.88,-17.89,0.37,-1.23,0.86
2013-06-13 09:00:00,0.0,17.47,-17.57,0.38,-0.97,0.68
2013-06-13 12:00:00,0.0,17.44,-17.52,0.37,-0.98,0.68
2013-06-13 15:00:00,0.0,17.85,-17.82,0.08,-0.4,0.28
2013-06-13 18:00:00,0.0,17.72,-17.7,0.01,-0.12,0.08
2013-06-13 21:00:00,0.0,16.52,-16.5,0.01,-0.12,0.08
2013-06-14 00:00:00,0.0,17.17,-17.15,0.01,-0.11,0.07
2013-06-14 03:00:00,0.0,19.28,-19.28,0.0,-0.01,0.0
2013-06-14 06:00:00,0.0,19.22,-19.18,0.49,-1.79,1.26
2013-06-14 09:00:00,0.0,18.69,-18.73,0.49,-1.54,1.08
2013-06-14 12:00:00,0.0,18.66,-18.69,0.48,-1.54,1.08
2013-06-14 15:00:00,0.0,19.17,-19.12,0.15,-0.72,0.5
2013-06-14 18:00:00,0.0,18.94,-18.9,0.09,-0.43,0.29
2013-06-14 21:00:00,0.0,17.19,-17.17,0.05,-0.23,0.15
2013-06-15 00:00:00,0.0,16.78,-16.76,0.03,-0.18,0.12
2013-06-15 03:00:00,0.0,18.6,-18.59,0.03,-0.17,0.12
2013-06-15 06:00:00,0.0,18.7,-18.64,1.31,-4.67,3.29
2013-06-15 09:00:00,0.0,18.01,-18.22,1.44,-4.19,2.96
2013-06-15 12:00:00,0.0,18.0,-18.15,1.36,-4.12,2.9
2013-06-15 15:00:00,0.0,18.63,-18.51,0.44,-1.91,1.34
2013-06-15 18:00:00,0.0,18.44,-18.43,0.08,-0.35,0.24
2013-06-15 21:00:00,0.0,16.95,-16.93,0.06,-0.26,0.18
2013-06-16 00:00:00,0.0,16.4,-16.38,0.05,-0.27,0.18
2013-06-16 03:00:00,0.0,17.85,-17.84,0.02,-0.13,0.08
2013-06-16 06:00:00,0.0,17.8,-17.85,1.03,-3.34,2.35
2013-06-16 09:00:00,0.0,17.18,-17.52,1.13,-2.69,1.9
2013-06-16 12:00:00,0.0,17.15,-17.47,1.1,-2.63,1.86
2013-06-16 15:00:00,0.0,17.77,-17.76,0.08,-0.31,0.21
2013-06-16 18:00:00,0.0,17.67,-17.67,0.0,-0.01,0.0
2013-06-16 21:00:00,0.0,16.49,-16.48,0.0,-0.01,0.0
2013-06-17 00:00:00,0.0,15.98,-15.97,0.0,-0.01,0.0
2013-06-17 03:00:00,0.0,16.97,-16.97,0.0,-0.01,0.0
2013-06-17 06:00:00,0.0,16.86,-16.92,0.76,-2.4,1.69
2013-06-17 09:00:00,0.0,16.44,-16.7,0.78,-1.75,1.23
2013-06-17 12:00:00,0.0,16.46,-16.69,0.77,-1.83,1.29
2013-06-17 15:00:00,0.0,16.9,-16.89,0.0,-0.04,0.02
2013-06-17 18:00:00,0.0,16.76,-16.76,0.0,-0.01,0.0
2013-06-17 21:00:00,0.0,15.95,-15.95,0.0,-0.01,0.0
2013-06-18 00:00:00,0.0,15.81,-15.81,0.0,-0.01,0.0
2013-06-18 03:00:00,0.0,16.68,-16.68,0.0,-0.01,0.0
2013-06-18 06:00:00,0.0,16.53,-16.59,0.62,-1.92,1.35
2013-06-18 09:00:00,0.0,16.17,-16.41,0.63,-1.35,0.95
2013-06-18 12:00:00,0.0,16.21,-16.41,0.63,-1.43,1.01
2013-06-18 15:00:00,0.0,16.6,-16.59,0.0,-0.05,0.04
2013-06-18 18:00:00,0.0,16.45,-16.44,0.0,-0.05,0.03
2013-06-18 21:00:00,0.0,15.76,-15.75,0.0,-0.06,0.04
2013-06-19 00:00:00,0.0,15.77,-15.76,0.0,-0.06,0.04
2013-06-19 03:00:00,0.0,16.62,-16.61,0.0,-0.06,0.04
2013-06-19 06:00:00,0.0,16.49,-16.54,0.63,-1.96,1.38
2013-06-19 09:00:00,0.0,16.13,-16.36,0.63,-1.38,0.97
2013-06-19 12:00:00,0.0,16.18,-16.36,0.59,-1.44,1.01
2013-06-19 15:00:00,0.0,16.53,-16.53,0.0,-0.01,0.0
2013-06-19 18:00:00,0.0,16.41,-16.41,0.0,-0.01,0.0
2013-06-19 21:00:00,0.0,15.73,-15.73,0.0,-0.01,0.0
2013-06-20 00:00:00,0.0,15.83,-15.83,0.0,-0.01,0.0
2013-06-20 03:00:00,0.0,16.76,-16.76,0.0,-0.01,0.0
2013-06-20 06:00:00,0.0,16.63,-16.7,0.46,-1.31,0.92
2013-06-20 09:00:00,0.0,16.31,-16.51,0.48,-0.97,0.68
2013-06-20 12:00:00,0.0,16.33,-16.49,0.47,-1.03,0.72
2013-06-20 15:00:00,0.0,16.68,-16.68,0.0,-0.01,0.0
2013-06-20 18:00:00,0.0,16.58,-16.57,0.0,-0.01,0.0
2013-06-20 21:00:00,0.0,15.83,-15.82,0.0,-0.01,0.0
2013-06-21 00:00:00,0.0,15.75,-15.74,0.0,-0.01,0.0
2013-06-21 03:00:00,0.0,16.62,-16.61,0.0,-0.01,0.0
2013-06-21 06:00:00,0.0,16.55,-16.56,0.55,-1.81,1.28
2013-06-21 09:00:00,0.0,16.23,-16.38,0.56,-1.4,0.99
2013-06-21 12:00:00,0.0,16.25,-16.37,0.55,-1.47,1.03
2013-06-21 15:00:00,0.0,16.55,-16.54,0.02,-0.13,0.08
2013-06-21 18:00:00,0.0,16.45,-16.44,0.0,-0.01,0.0
2013-06-21 21:00:00,0.0,15.75,-15.74,0.0,-0.02,0.0
2013-06-22 00:00:00,0.0,16.02,-16.02,0.0,-0.02,0.0
2013-06-22 03:00:00,0.0,17.19,-17.19,0.0,-0.01,0.0
2013-06-22 06:00:00,0.0,17.4,-17.21,0.9,-3.69,2.6
2013-06-22 09:00:00,0.0,17.02,-16.95,1.11,-4.01,2.83
2013-06-22 12:00:00,0.0,17.01,-16.9,1.1,-4.09,2.88
2013-06-22 15:00:00,0.0,17.36,-17.13,0.5,-2.47,1.74
2013-06-22 18:00:00,0.0,17.27,-17.09,0.25,-1.48,1.04
2013-06-22 21:00:00,0.0,16.32,-16.13,0.25,-1.5,1.05
2013-06-23 00:00:00,0.0,17.05,-16.88,0.26,-1.47,1.03
2013-06-23 03:00:00,0.0,19.01,-18.86,0.27,-1.45,1.02
2013-06-23 06:00:00,0.0,18.99,-18.8,0.63,-2.8,1.97
2013-06-23 09:00:00,0.0,18.42,-18.37,0.79,-2.83,2.0
2013-06-23 12:00:00,0.0,18.36,-18.32,0.75,-2.7,1.9
2013-06-23 15:00:00,0.0,18.87,-18.71,0.49,-2.21,1.55
2013-06-23 18:00:00,0.0,18.62,-18.56,0.23,-0.99,0.7
2013-06-23 21:00:00,0.0,17.0,-16.98,0.03,-0.2,0.14
2013-06-24 00:00:00,0.0,19.69,-19.68,0.02,-0.1,0.07
2013-06-24 03:00:00,0.0,24.18,-24.17,0.02,-0.1,0.07
2013-06-24 06:00:00,0.0,23.69,-23.67,0.05,-0.23,0.16
2013-06-24 09:00:00,0.0,22.79,-22.79,0.04,-0.18,0.12
2013-06-24 12:00:00,0.0,22.76,-22.76,0.05,-0.18,0.12
2013-06-24 15:00:00,0.0,23.68,-23.67,0.03,-0.17,0.12
2013-06-24 18:00:00,0.0,23.05,-23.04,0.01,-0.06,0.04
2013-06-24 21:00:00,0.0,19.52,-19.51,0.01,-0.06,0.04
2013-06-25 00:00:00,0.0,21.02,-21.01,0.01,-0.06,0.04
2013-06-25 03:00:00,0.0,26.69,-26.68,0.01,-0.06,0.04
2013-06-25 06:00:00,0.0,25.89,-25.87,0.23,-0.85,0.6
2013-06-25 09:00:00,0.0,24.75,-24.78,0.24,-0.72,0.51
2013-06-25 12:00:00,0.0,24.77,-24.8,0.24,-0.73,0.51
2013-06-25 15:00:00,0.0,25.97,-25.95,0.02,-0.15,0.1
2013-06-25 18:00:00,0.0,25.03,-25.02,0.01,-0.06,0.04
2013-06-25 21:00:00,0.0,20.61,-20.6,0.01,-0.06,0.04
2013-06-26 00:00:00,0.0,22.13,-22.12,0.01,-0.06,0.04
2013-06-26 03:00:00,0.0,28.76,-28.75,0.01,-0.06,0.04
2013-06-26 06:00:00,0.0,27.69,-27.65,0.2,-0.81,0.57
2013-06-26 09:00:00,0.0,26.4,-26.41,0.22,-0.71,0.5
2013-06-26 12:00:00,0.0,26.46,-26.47,0.21,-0.72,0.5
2013-06-26 15:00:00,0.0,27.82,-27.82,0.06,-0.19,0.13
2013-06-26 18:00:00,0.0,26.61,-26.61,0.0,-0.01,0.0
2013-06-26 21:00:00,0.0,21.48,-21.47,0.0,-0.01,0.0
2013-06-27 00:00:00,0.0,21.99,-21.99,0.0,-0.01,0.0
2013-06-27 03:00:00,0.0,28.44,-28.44,0.0,-0.01,0.0
2013-06-27 06:00:00,0.0,27.41,-27.4,0.01,-0.07,0.04
2013-06-27 09:00:00,0.0,26.19,-26.19,0.02,-0.08,0.06
2013-06-27 12:00:00,0.0,26.24,-26.24,0.02,-0.08,0.05
2013-06-27 15:00:00,0.0,27.56,-27.55,0.0,-0.01,0.01
2013-06-27 18:00:00,0.0,26.38,-26.37,0.0,-0.01,0.0
2013-06-27 21:00:00,0.0,21.37,-21.36,0.0,-0.01,0.0
2013-06-28 00:00:00,0.0,20.03,-20.03,0.0,-0.01,0.0
2013-06-28 03:00:00,0.0,24.78,-24.77,0.0,-0.01,0.0
2013-06-28 06:00:00,0.0,23.97,-23.94,0.07,-0.34,0.23
2013-06-28 09:00:00,0.0,23.06,-23.07,0.08,-0.26,0.18
2013-06-28 12:00:00,0.0,23.12,-23.12,0.08,-0.28,0.19
2013-06-28 15:00:00,0.0,24.09,-24.08,0.0,-0.02,0.01
2013-06-28 18:00:00,0.0,23.2,-23.19,0.0,-0.01,0.0
2013-06-28 21:00:00,0.0,19.51,-19.5,0.0,-0.01,0.0
2013-06-29 00:00:00,0.0,18.61,-18.61,0.0,-0.01,0.0
2013-06-29 03:00:00,0.0,22.15,-22.15,0.0,-0.01,0.0
2013-06-29 06:00:00,0.0,21.59,-21.58,0.06,-0.25,0.17
2013-06-29 09:00:00,0.0,20.9,-20.91,0.1,-0.3,0.2
2013-06-29 12:00:00,0.0,20.92,-20.93,0.09,-0.29,0.2
2013-06-29 15:00:00,0.0,21.65,-21.65,0.0,-0.02,0.01
2013-06-29 18:00:00,0.0,21.05,-21.04,0.0,-0.01,0.0
2013-06-29 21:00:00,0.0,18.31,-18.3,0.0,-0.01,0.0
2013-06-30 00:00:00,0.0,18.69,-18.69,0.0,-0.01,0.0
2013-06-30 03:00:00,0.0,22.26,-22.25,0.0,-0.01,0.0
2013-06-30 06:00:00,0.0,21.59,-21.64,0.47,-1.46,1.02
2013-06-30 09:00:00,0.0,20.81,-20.97,0.58,-1.44,1.02
2013-06-30 12:00:00,0.0,20.84,-21.0,0.55,-1.36,0.95
2013-06-30 15:00:00,0.0,21.68,-21.73,0.13,-0.26,0.18
2013-06-30 18:00:00,0.0,21.08,-21.07,0.0,-0.01,0.0
2013-06-30 21:00:00,0.0,18.34,-18.34,0.0,-0.01,0.0
2013-07-01 00:00:00,0.0,16.37,-16.36,0.0,-0.01,0.0
2013-07-01 03:00:00,0.0,17.75,-17.74,0.0,-0.01,0.0
2013-07-01 06:00:00,0.0,17.65,-17.7,0.62,-1.94,1.36
2013-07-01 09:00:00,0.0,17.2,-17.4,0.63,-1.46,1.03
2013-07-01 12:00:00,0.0,17.2,-17.37,0.63,-1.54,1.08
2013-07-01 15:00:00,0.0,17.66,-17.65,0.01,-0.05,0.03
2013-07-01 18:00:00,0.0,17.51,-17.51,0.01,-0.05,0.03
2013-07-01 21:00:00,0.0,16.38,-16.38,0.01,-0.05,0.03
2013-07-02 00:00:00,0.0,16.21,-16.21,0.01,-0.05,0.03
2013-07-02 03:00:00,0.0,17.49,-17.49,0.01,-0.05,0.03
2013-07-02 06:00:00,0.0,17.43,-17.52,0.56,-1.62,1.13
2013-07-02 09:00:00,0.0,16.99,-17.23,0.57,-1.17,0.82
2013-07-02 12:00:00,0.0,16.98,-17.18,0.57,-1.26,0.88
2013-07-02 15:00:00,0.0,17.44,-17.44,0.0,-0.01,0.0
2013-07-02 18:00:00,0.0,17.37,-17.36,0.0,-0.01,0.0
2013-07-02 21:00:00,0.0,16.31,-16.31,0.0,-0.01,0.0
2013-07-03 00:00:00,0.0,15.62,-15.62,0.0,-0.01,0.0
2013-07-03 03:00:00,0.0,16.38,-16.38,0.0,-0.01,0.0
2013-07-03 06:00:00,0.0,16.27,-16.31,0.35,-1.06,0.74
2013-07-03 09:00:00,0.0,16.02,-16.16,0.36,-0.78,0.55
2013-07-03 12:00:00,0.0,16.04,-16.15,0.36,-0.86,0.6
2013-07-03 15:00:00,0.0,16.3,-16.3,0.0,-0.01,0.0
2013-07-03 18:00:00,0.0,16.21,-16.21,0.0,-0.01,0.0
2013-07-03 21:00:00,0.0,15.61,-15.6,0.0,-0.01,0.0
2013-07-04 00:00:00,0.0,15.26,-15.26,0.0,-0.01,0.0
2013-07-04 03:00:00,0.0,15.69,-15.69,0.0,-0.01,0.0
2013-07-04 06:00:00,0.0,15.65,-15.64,0.26,-0.92,0.65
2013-07-04 09:00:00,0.0,15.5,-15.56,0.27,-0.72,0.5
2013-07-04 12:00:00,0.0,15.53,-15.55,0.25,-0.76,0.53
2013-07-04 15:00:00,0.0,15.64,-15.64,0.0,-0.01,0.0
2013-07-04 18:00:00,0.0,15.59,-15.58,0.0,-0.01,0.0
2013-07-04 21:00:00,0.0,15.25,-15.24,0.0,-0.01,0.0
2013-07-05 00:00:00,0.0,15.17,-15.17,0.0,-0.01,0.0
2013-07-05 03:00:00,0.0,15.52,-15.52,0.0,-0.01,0.0
2013-07-05 06:00:00,0.0,15.48,-15.5,0.24,-0.74,0.52
2013-07-05 09:00:00,0.0,15.35,-15.43,0.24,-0.57,0.4
2013-07-05 12:00:00,0.0,15.35,-15.42,0.24,-0.59,0.41
2013-07-05 15:00:00,0.0,15.49,-15.49,0.0,-0.01,0.0
2013-07-05 18:00:00,0.0,15.46,-15.45,0.0,-0.01,0.0
2013-07-05 21:00:00,0.0,15.17,-15.17,0.0,-0.01,0.0
2013-07-06 00:00:00,0.0,15.05,-15.05,0.0,-0.01,0.0
2013-07-06 03:00:00,0.0,15.29,-15.29,0.0,-0.01,0.0
2013-07-06 06:00:00,0.0,15.38,-15.27,0.63,-2.51,1.77
2013-07-06 09:00:00,0.0,15.11,-15.22,0.68,-1.96,1.38
2013-07-06 12:00:00,0.0,15.16,-15.22,0.64,-1.98,1.39
2013-07-06 15:00:00,0.0,15.3,-15.26,0.02,-0.18,0.12
2013-07-06 18:00:00,0.0,15.23,-15.23,0.0,-0.01,0.0
2013-07-06 21:00:00,0.0,15.04,-15.04,0.0,-0.01,0.0
2013-07-07 00:00:00,0.0,15.03,-15.03,0.0,-0.01,0.0
2013-07-07 03:00:00,0.0,15.26,-15.26,0.0,-0.01,0.0
2013-07-07 06:00:00,0.0,15.31,-15.23,0.92,-3.4,2.4
2013-07-07 09:00:00,0.0,14.95,-15.19,1.0,-2.61,1.84
2013-07-07 12:00:00,0.0,15.0,-15.19,0.97,-2.67,1.88
2013-07-07 15:00:00,0.0,15.27,-15.23,0.11,-0.52,0.36
2013-07-07 18:00:00,0.0,15.2,-15.2,0.0,-0.01,0.0
2013-07-07 21:00:00,0.0,15.02,-15.02,0.0,-0.01,0.0
2013-07-08 00:00:00,0.0,15.15,-15.14,0.0,-0.01,0.0
2013-07-08 03:00:00,0.0,15.46,-15.46,0.0,-0.01,0.0
2013-07-08 06:00:00,0.0,15.59,-15.4,0.71,-3.05,2.15
2013-07-08 09:00:00,0.0,15.24,-15.34,0.76,-2.26,1.59
2013-07-08 12:00:00,0.0,15.3,-15.35,0.72,-2.28,1.61
2013-07-08 15:00:00,0.0,15.43,-15.41,0.11,-0.46,0.32
2013-07-08 18:00:00,0.0,15.34,-15.34,0.0,-0.01,0.0
2013-07-08 21:00:00,0.0,15.1,-15.1,0.0,-0.01,0.0
2013-07-09 00:00:00,0.0,15.19,-15.19,0.0,-0.01,0.0
2013-07-09 03:00:00,0.0,15.53,-15.52,0.0,-0.01,0.0
2013-07-09 06:00:00,0.0,15.5,-15.46,0.07,-0.39,0.27
2013-07-09 09:00:00,0.0,15.4,-15.39,0.08,-0.29,0.2
2013-07-09 12:00:00,0.0,15.41,-15.4,0.07,-0.26,0.18
2013-07-09 15:00:00,0.0,15.48,-15.47,0.0,-0.01,0.0
2013-07-09 18:00:00,0.0,15.39,-15.39,0.0,-0.01,0.0
2013-07-09 21:00:00,0.0,15.13,-15.13,0.0,-0.01,0.0
2013-07-10 00:00:00,0.0,15.33,-15.33,0.0,-0.01,0.0
2013-07-10 03:00:00,0.0,15.8,-15.8,0.0,-0.01,0.0
2013-07-10 06:00:00,0.0,15.89,-15.73,0.15,-1.06,0.74
2013-07-10 09:00:00,0.0,15.71,-15.64,0.16,-0.83,0.58
2013-07-10 12:00:00,0.0,15.72,-15.64,0.15,-0.79,0.55
2013-07-10 15:00:00,0.0,15.81,-15.74,0.08,-0.51,0.35
2013-07-10 18:00:00,0.0,15.65,-15.65,0.0,-0.01,0.0
2013-07-10 21:00:00,0.0,15.28,-15.28,0.0,-0.01,0.0
2013-07-11 00:00:00,0.0,15.61,-15.61,0.0,-0.01,0.0
2013-07-11 03:00:00,0.0,16.33,-16.33,0.0,-0.01,0.0
2013-07-11 06:00:00,0.0,16.26,-16.2,0.12,-0.63,0.44
2013-07-11 09:00:00,0.0,16.07,-16.07,0.13,-0.47,0.33
2013-07-11 12:00:00,0.0,16.08,-16.08,0.13,-0.46,0.32
2013-07-11 15:00:00,0.0,16.23,-16.23,0.0,-0.02,0.0
2013-07-11 18:00:00,0.0,16.08,-16.08,0.0,-0.01,0.0
2013-07-11 21:00:00,0.0,15.52,-15.52,0.0,-0.01,0.0
2013-07-12 00:00:00,0.0,15.38,-15.38,0.0,-0.01,0.0
2013-07-12 03:00:00,0.0,15.89,-15.88,0.0,-0.01,0.0
2013-07-12 06:00:00,0.0,15.84,-15.78,0.2,-0.88,0.62
2013-07-12 09:00:00,0.0,15.67,-15.69,0.21,-0.68,0.48
2013-07-12 12:00:00,0.0,15.69,-15.7,0.21,-0.69,0.48
2013-07-12 15:00:00,0.0,15.82,-15.81,0.0,-0.06,0.04
2013-07-12 18:00:00,0.0,15.69,-15.68,0.0,-0.01,0.0
2013-07-12 21:00:00,0.0,15.29,-15.29,0.0,-0.01,0.0
2013-07-13 00:00:00,0.0,15.4,-15.39,0.0,-0.01,0.0
2013-07-13 03:00:00,0.0,15.92,-15.92,0.0,-0.01,0.0
2013-07-13 06:00:00,0.0,15.84,-15.83,0.54,-1.89,1.33
2013-07-13 09:00:00,0.0,15.59,-15.73,0.56,-1.45,1.02
2013-07-13 12:00:00,0.0,15.63,-15.73,0.55,-1.53,1.07
2013-07-13 15:00:00,0.0,15.85,-15.84,0.0,-0.02,0.01
2013-07-13 18:00:00,0.0,15.73,-15.73,0.0,-0.01,0.0
2013-07-13 21:00:00,0.0,15.33,-15.32,0.0,-0.01,0.0
2013-07-14 00:00:00,0.0,15.44,-15.44,0.0,-0.01,0.0
2013-07-14 03:00:00,0.0,16.0,-16.0,0.0,-0.01,0.0
2013-07-14 06:00:00,0.0,15.89,-15.91,0.72,-2.38,1.67
2013-07-14 09:00:00,0.0,15.59,-15.8,0.75,-1.84,1.3
2013-07-14 12:00:00,0.0,15.64,-15.81,0.74,-1.94,1.36
2013-07-14 15:00:00,0.0,15.95,-15.92,0.02,-0.16,0.11
2013-07-14 18:00:00,0.0,15.81,-15.8,0.0,-0.01,0.0
2013-07-14 21:00:00,0.0,15.37,-15.37,0.0,-0.01,0.0
2013-07-15 00:00:00,0.0,15.37,-15.36,0.0,-0.01,0.0
2013-07-15 03:00:00,0.0,15.84,-15.84,0.0,-0.01,0.0
2013-07-15 06:00:00,0.0,15.77,-15.74,0.33,-1.23,0.87
2013-07-15 09:00:00,0.0,15.58,-15.65,0.34,-0.94,0.66
2013-07-15 12:00:00,0.0,15.61,-15.67,0.33,-0.95,0.67
